,filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
31,fireworks,0.321696192,2575.872653,2494.421164,5372.789941,0.119536016,123.046875,-68.59515381,73.30441284,-11.77901649,21.20313454,-0.940983534,5.499683857000001,-1.2454460859999998,9.072234154,-2.8220148089999997,8.84533596,-4.17429018,-1.6902636290000002,-4.1636462210000005,3.4347021580000003,-3.662420273,-0.159764066,-5.274706364,-1.556161284,-6.877283573,0.151719645,2011
32,give_me_everything,0.381504595,2735.990259,2641.951622,5748.717132,0.125526216,129.19921875,-26.42921066,70.65905762,-6.272462367999999,22.68111801,4.572245598,5.611189842000001,-4.603832245,0.8259372709999999,-9.57215786,1.965102196,-7.04229641,-0.681140482,-3.418673515,0.810365021,-6.7789440160000005,2.4403340819999997,-6.849133967999999,-1.5487470630000002,-4.652053833,-0.974154711,2011
33,perfect,0.348153025,3032.1971550000003,2841.677764,6611.273665,0.145901943,92.28515625,-116.3395615,62.90459442,0.7747069000000001,18.32265282,10.32564354,2.600468874,1.402576804,1.571978092,0.038735356,8.183570862,-5.359931469,2.073794603,-1.907688379,4.164525032,-1.073220372,1.8473143580000002,-0.997068822,4.50476265,-1.625793576,4.348238945,2011
34,whats_my_name,0.386809289,2268.745223,2328.614766,4711.562848,0.10145993800000001,135.99917763,-36.97143173,88.70035553,-8.599119186,24.60576248,-6.7151727679999995,7.514831543,-1.687212467,0.6658023000000001,0.10870785300000001,6.054297924,-6.536248207000001,8.350157738,-7.090441227,9.347436905,-5.417881966,3.19898653,-5.283266544,3.2777144910000002,-6.00751543,4.7271680830000005,2011
35,raise_your_fglass,0.41851449,3029.01377,2710.964324,6320.661006,0.157772151,123.046875,-56.08861542,57.98364639,-8.984577179,15.65228081,8.85321331,3.774547338,3.760925055,2.881314278,-0.89109838,7.377309322,-4.439592361,2.227530003,-2.758059502,6.147465706,-0.9331228140000001,2.125016212,-2.28969264,4.17932415,-1.463080406,4.296172142,2011
36,fire_to_rain,0.306349933,2584.7347649999997,2596.532421,5624.044024,0.11085185800000001,107.66601562,-56.39405441,72.8480072,-6.844995975,19.13430405,4.971945763,7.526273727,1.532318115,8.673794746,0.21501879399999999,11.65714455,-1.470068097,0.5397533179999999,-5.718695641,-1.082588553,-3.266184568,-1.428316474,-5.116668224,6.52391243,-3.393743277,5.380404472,2012
37,one_more_night,0.356224626,2916.7221280000003,2738.2707579999997,6172.004444,0.12827292,92.28515625,-26.82426453,59.21644211,-5.3138656619999995,15.24763584,-3.3384354110000003,5.85229826,-6.821644782999999,4.267584801,-2.948553562,4.460591316,-2.556493044,2.635546684,-2.9986810680000002,-0.544325709,-3.243362665,2.7516334060000003,-4.029427528,6.876577854,-0.132480323,5.930691242000001,2012
38,call_me_maybe,0.37025198299999995,2522.701881,2417.1832210000002,5226.643245,0.10965036,117.45383523,-113.12773130000001,63.21189499,-0.111548841,23.07891083,4.8324441910000004,5.244812965,1.316116691,4.106722832,1.090559125,2.771542788,-4.620118141,1.477273822,-3.445772409,1.3374679090000001,-1.236425281,6.566582202999999,0.622245073,5.057723522,0.802928805,5.139425278,2012
39,starships,0.391027302,3172.2774059999997,2782.6627829999998,6513.086598,0.171083927,123.046875,-0.008057097,58.92939758,-11.86870289,10.91252422,-4.415456295,4.983011246,-0.18464981,1.003439665,1.4270758630000002,5.44379425,-4.456486702,5.415445328,-1.1791740659999999,1.777684689,-2.54410243,1.176063657,-2.461781263,3.336061954,-2.218013048,5.758410454,2012
40,what_makes_you_beautiful,0.404706925,2897.343272,2640.2815100000003,6098.048779,0.146709337,123.046875,-21.72770309,67.99827576,-12.76322079,18.83091354,5.055722713,7.0732007029999995,-4.944208145,10.79919243,-2.122249365,11.71089935,-0.905730486,6.7491598129999995,-2.973406792,0.645004809,-3.0002162460000004,1.159927011,-4.10879612,3.404441595,-3.555707693,2.5717639919999997,2012
41,what_doesnt_kill_you,0.36712077299999996,2699.323937,2653.168528,5803.011047,0.122314375,117.45383523,-151.33279419999997,79.86037445,-6.8688206670000005,12.82408142,3.8434188369999998,6.089251041,3.874286175,5.437673568999999,-0.811663568,4.905769348,-4.538806438,3.7463846210000002,-1.056276083,3.8948142530000003,-2.3325555319999998,0.5961158870000001,-3.77167511,2.1154057980000003,-2.743566275,3.719559908,2012
42,somebody_that_i_used_to_know,0.260446936,1185.3991740000001,1539.0646199999999,2436.789831,0.046644770999999995,129.19921875,-342.6889648,99.06635284,7.663286686,27.86012077,7.884795189,12.28102398,4.644791126,3.791693211,-1.778410077,2.760673285,-1.320328832,1.908491015,-5.333331585,1.725985646,-1.120213032,1.8134461640000001,-2.533815622,0.205814809,-0.918961942,0.969415605,2012
43,light,0.34025883700000004,2425.027766,2572.000368,5226.323793,0.10526582699999999,117.45383523,-71.18031311,89.54201508,13.68267918,10.43040562,-9.470112801,0.544648826,6.875553131,7.095025539,-0.048537113,-3.835598469,-4.76058054,-0.859399378,-3.355596781,8.727263451,3.015992165,8.299971581,-0.7515625359999999,2.0239219669999997,-6.19605875,3.069303751,2012
44,drive_by_lyrics,0.395971894,2627.04686,2604.3660170000003,5665.2030780000005,0.110030973,123.046875,-39.85307693,67.22988892,-0.672372282,25.67704773,9.567958832,11.79409885,1.910708666,11.36383915,-2.723570347,4.074948788,0.492947459,2.153151512,1.630028129,1.55418849,-1.890383005,-0.850777268,-4.8785815239999994,2.095213175,-3.567070246,0.555811107,2012
45,wild_ones,0.39268133,2517.25216,2662.084273,5495.6080170000005,0.103036535,129.19921875,-15.5341568,85.41510009999999,-3.0009865760000003,18.00377846,5.600104808999999,6.538689613,5.276868343,2.5760474209999997,1.312379241,3.740211487,-3.077277899,2.1124937530000003,-3.7624342439999996,0.5164958829999999,-2.009810209,4.009897709,-1.137275457,7.766849995,-1.696839929,4.071407318,2012
46,payphone,0.36212363799999997,2458.7982690000003,2457.827133,5284.021328,0.10338859800000001,112.34714674,-97.89402771,71.42287445,-0.81033802,20.36249733,-0.13667918699999998,12.08397961,-2.6660380359999998,9.656074524,-1.780396104,5.186628342,0.320591927,4.883482933,3.5194888110000004,3.19597578,0.362058252,4.080724238999999,-6.015879631000001,1.526370645,-5.057856083,3.599988937,2012
47,sexy_and_i_know_it,0.476855814,3616.0133140000003,2977.407221,7147.133187,0.183067058,129.19921875,-16.59280014,54.00761414,13.54166031,6.121202946,3.352659702,4.066317558,-5.567249775,6.422864914,-4.263260365,9.620311737,-2.0494697090000003,7.759264946,1.474636555,6.881046772,5.280356407,8.408860207,1.105135798,9.631381035,0.049901303,3.302618504,2012
48,we_found_love,0.345310867,2767.983649,2603.792591,5776.7230850000005,0.12461590199999999,129.19921875,-87.00981903,60.75004578,-14.1023674,10.87628269,-0.6750009659999999,7.362075806,0.801329017,1.786622524,0.9518159629999999,2.312445402,-7.459843159,-0.039701726,-8.037517548,1.562458634,-3.3876144889999997,4.114087105,-2.5548689369999997,1.448859334,-2.8871500489999997,7.552044867999999,2012
49,good_feeling,0.418071508,2528.837802,2447.151487,5269.554682999999,0.11643694,129.19921875,-62.44266891,73.01872253,-14.59453869,14.915062900000002,4.043235779,2.78836894,-1.161450148,3.867500782,-8.424819946,1.967547894,-5.2157745360000005,1.0415411,-3.0873479839999995,-0.367924601,-2.069091558,1.96313417,-5.194098473,3.1185138230000002,-2.6849205489999997,0.821691811,2012
50,motto,0.515457749,2574.353561,2664.344608,5586.802742,0.08682592900000001,99.38401442,-122.6177673,66.62519073,9.185074806,24.59443092,20.2042408,17.51800156,0.486034423,13.83470726,2.332501888,9.91106987,1.939228654,10.05742168,1.3119076490000001,7.394399643,1.4839524030000002,6.525562286,0.864885151,6.8230490679999996,-0.9421978000000001,4.350395203,2012
51,glad_you_came,0.390634209,2794.125367,2770.524476,6240.910889,0.116310586,129.19921875,-90.76277161,64.84670258,8.489331245,15.8581953,12.312265400000001,18.91354942,0.265264183,10.09569263,2.469553709,7.0920443529999995,0.899117589,6.0204072,-3.115125656,6.0757012370000005,-0.490847766,0.989400446,-1.279513717,6.773996352999999,-3.7095980639999997,2.996865034,2012
52,wide_awak,0.34401118799999997,2317.085491,2369.8443899999997,4777.05753,0.109407005,161.49902344,-58.32120514,87.49645233,-5.256400585,21.21576118,3.203386545,6.293750762999999,-1.6550805569999998,1.756394506,-6.594447613,7.562876701,-9.231636047,0.794974208,-6.958298683,-0.8675924540000001,-4.730145931,-1.251615047,-3.141874313,2.347979069,-1.094618678,4.426084042,2012
53,fun,0.382650107,2036.624571,2291.523352,4261.366699,0.083883498,92.28515625,-65.71806335,102.0841599,-7.728921412999999,25.22776604,5.778420447999999,10.90879059,8.464006423999999,5.080448151000001,1.265409827,10.21781254,-1.685738444,4.003918648,-4.9710955619999995,2.7322776319999997,-1.95608139,2.567262888,-5.213385582,2.747792482,-6.493439198,0.063823216,2012
54,whistle,0.392714471,2890.496676,2680.626077,6108.064414,0.132210779,103.359375,-130.1118622,60.52793121,-3.010273695,17.83486366,10.26144314,9.806847572,-2.9230670930000002,8.566894531,-7.5078425410000005,4.099914551,-1.9754933119999998,1.2367435690000002,-1.6790574790000001,1.43729496,-2.323798895,1.269932151,-7.137947082999999,-0.019092256000000002,-4.766784191,-1.5576702359999999,2012
55,ho_hey,0.34768343,1710.342746,2108.133599,3568.4202960000002,0.070218869,161.49902344,-137.7992401,119.33045200000001,-2.9222016330000002,18.28549385,-1.129137278,2.99634552,1.271010995,1.8869854209999999,-1.990520716,5.1556830410000005,-3.727887154,-1.928287864,-8.048944472999999,-1.6163376569999999,-5.020642281000001,-5.229123592,-8.130261421,-0.146295547,-5.126324653999999,2.122873783,2013
56,wrecking_ball,0.29072246,2421.720691,2493.408008,5074.869449,0.10521777800000001,117.45383523,-85.8470993,81.37012482,-2.736672163,15.83367538,-7.303435326000001,-3.398646355,-2.4288291930000003,-4.9518704410000005,-3.130935192,-1.6240459680000001,-12.19778919,-0.104909405,-9.78256321,4.974564075,-4.982007027,3.857672453,-0.50575918,-0.37216806399999997,-3.353697538,3.008918047,2013
57,locked_out_of_heaven,0.346125096,2106.418808,2336.194532,4549.496735,0.08837144300000001,143.5546875,-88.92043304,92.98268127,0.026878422000000003,23.42279625,2.560093403,12.49522972,0.194917724,8.74744606,6.879667282000001,9.883838654,1.746240377,5.582435131,-2.595627546,0.361381561,0.959279001,5.029840946,1.237911344,2.759539843,-4.5950613019999995,2.1527121069999997,2013
58,wake_me_up,0.39757475299999995,2594.329204,2575.059619,5606.671729,0.120811493,123.046875,-44.01773834,76.43019104,-6.761934757000001,17.85148239,7.271138668,10.34664345,-2.2268788809999998,7.212610245,-7.9780063629999995,4.201247215,-3.6527614589999997,1.185943723,1.384839416,-0.6900836229999999,-6.354325771,7.517652512000001,-9.013596535,-1.555954099,-7.559989928999999,-1.6907249690000001,2013
59,blurred_lines,0.424162775,2253.424823,2634.34202,5138.863816,0.081029752,117.45383523,-139.9963531,85.10636902,16.14757538,14.66813278,10.45182514,8.030000687000001,-5.751679897000001,7.479622364,1.595891833,2.8062093260000003,-3.2969844339999996,5.702912331,-0.028885944,1.956991911,0.57971698,6.833080292000001,-7.693927287999999,2.9797253610000003,-1.11357069,1.45635128,2013
60,mirros,0.37191957200000003,2016.9359100000001,2126.721227,4075.4314340000005,0.092592391,151.99908088,-97.74698639,100.766571,-12.92993069,28.05350304,-3.540075779,4.7539453510000005,-3.3329915999999997,8.428535461000001,-2.8507010939999997,4.391964436,0.263922274,3.4585895539999996,-4.303758621,-0.8734973070000001,1.689768076,4.194561958,0.099860065,7.309975624,-0.7880944609999999,3.59832859,2013
61,suit_tie,0.444592029,1851.37858,2272.192349,3895.136629,0.062337102,103.359375,-82.11971283,105.1256104,3.422426462,23.15551186,11.09267712,10.25772476,3.388404369,11.49878979,1.121662736,9.475502967999999,1.091369152,1.094100833,-3.82843852,5.1020560260000005,1.9580959080000002,7.552951813,3.1094031330000003,7.020546436,1.09424293,3.792455435,2013
62,radioactive,0.374486655,1916.8962789999998,2071.736005,3966.9001719999997,0.089133049,135.99917763,-39.52174759,109.39029690000001,-17.84410667,27.58669853,-3.6893703939999996,8.839110374,-7.026537895,11.34770107,-7.354310036,5.614439487,-4.222375393,5.536441326,-2.545262814,5.158204556,-3.6937723160000004,4.449434757,-7.565176964,1.0816444159999998,-3.452635527,1.8250737190000001,2013
63,when_your_man,0.24983662399999998,1559.640801,1862.23313,2905.222419,0.068447778,143.5546875,-197.3469543,124.8722153,-6.461824417000001,4.101834297,0.603528142,-7.655826092000001,-11.21656895,-10.29112053,-13.419408800000001,-3.531647682,-9.83854866,-10.4719944,-9.856716156000001,-7.394246101,-7.812945366,-7.965315819,-10.13435078,-7.66307497,-12.74951267,0.851692855,2013
64,cant_stop,0.384080827,2904.386032,2760.974184,6260.542443,0.12656789599999999,161.49902344,-70.44486237,59.7155571,-2.830106497,19.30138397,-0.637783468,6.395994663,2.83498311,5.125965118,3.5150122639999997,8.199311256,-2.129062414,8.466562271,-4.50996542,7.54039669,-3.925099373,2.382140636,-0.859160721,1.5330331330000002,-4.792734623,3.222597361,2013
65,harlem_shake,0.49988785399999996,2834.5121719999997,2735.113957,6137.859057,0.091982081,135.99917763,-45.34481812,58.30783081,-0.726864576,30.85283089,1.85937655,6.943862915,-5.228413105,5.406374931,-6.040447712000001,5.154144287,-5.000762463,6.344580173,-4.988320827,3.267362356,-5.503032684,0.203386277,-4.115055561,3.799522877,-1.2902209759999999,7.735341549,2013
66,i_knew_trouble,0.373153031,2722.554842,2622.947544,5613.9938170000005,0.127449208,103.359375,-112.0756531,69.11618042,-7.650633812000001,25.49022865,4.674734116000001,3.489299297,9.607242584,2.695303202,4.963780403,3.705467224,-9.956476212,7.086079597,-6.358424187000001,4.204453945,-2.403464079,4.258718967,1.19886446,2.9861340519999997,2.509049654,4.955003262,2013
67,roar,0.39244291200000003,2236.592635,2333.606544,4721.094676,0.08666960300000001,89.10290948,-77.78100586,86.21665192,-11.36326694,29.32767296,1.290908694,8.173754692000001,5.304032803,12.02226925,3.716876507,9.384889603,-3.8437924389999996,4.973797321,-2.023248911,3.4663405419999997,1.54095006,3.0273544789999995,0.814678848,2.8406305310000004,-2.894411564,3.13332653,2013
68,give_me_reason,0.374689341,1772.1158079999998,2094.3917100000003,3659.6658429999998,0.079508657,95.703125,-131.07891850000001,114.91824340000001,-0.134425715,20.20164299,9.704027176,3.938292742,9.694422722,6.189451694,-0.518092573,5.978975296000001,-7.074855803999999,4.289860725,-3.25331378,4.513324261,-2.9568641189999996,-0.045191385,-2.544778585,4.243975638999999,-1.7108134030000002,1.9137872459999998,2013
69,cant_hold,0.393700719,2390.490717,2446.222135,4969.742868,0.102708631,143.5546875,-21.234920499999998,88.86083984,-14.20483303,18.88246346,2.915537596,4.400974274,-4.465188026,7.176466942,-4.937152386,9.175460815,1.3859483,5.009012222,2.50154233,3.5373346810000004,-0.44057294700000005,4.074225903,-5.802502632,3.761915445,-1.910000205,3.44943428,2013
70,stay,0.285427302,1245.778826,1650.449123,2347.171143,0.056360637000000005,112.34714674,-168.873764,160.4117737,3.4515485760000004,7.15485239,4.817398071,-5.490934848999999,3.371400595,-6.002274036,-3.139974356,-3.7341625689999995,-10.72857952,-1.7857394219999998,-9.335251807999999,-0.99173075,-9.869994164,-4.799621105,-9.05964756,-5.907766342,-4.808094978,1.954799294,2013
