filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
teenage_dream.mp3,0.383525819,2475.09607,2532.491957,5316.75198,0.113164214,[117.45383523],-19.48978233,88.3258667,0.646123707,22.26989746,4.808521748,2.551338196,0.677169919,5.491974354,3.01295805,9.309454918,-4.81658268,1.983228087,-1.605903864,7.614037514,0.265078455,5.196052551,1.634179115,1.576613188,-4.481292248,0.03121368,2010
just_the_way.mp3,0.357806563,2242.54377,2439.220225,4897.023194,0.090516454,[107.66601562],-81.51413727,89.6481781,7.099928379,19.03990555,-5.388292313,11.31142426,-7.682021618,10.11094093,-4.009682178,5.711908817,-0.740405262,0.905125022,-2.933254719,4.133397579,-0.061673705,5.993308067,2.95547533,4.130305767,-3.873857498,5.675042152,2011
pumped_up_kicks.mp3,0.389179528,1665.919647,2022.854882,3441.47489,0.073282143,[129.19921875],-201.8566895,124.2347794,-10.53442478,15.91160965,6.042921543,11.37395382,-0.879811943,3.279799938,-0.588810921,3.841681242,-0.778994799,1.04444778,-1.887864828,-1.292703986,-3.390264988,1.071901679,-1.740623713,3.164628744,-2.200686932,2.00384903,2011
born_this_way.mp3,0.467413425,3019.914391,2764.983161,6377.248952,0.1447579,[123.046875],-20.7023468,55.29098129,-4.948672295,21.07422829,8.339940071,10.906353,4.275644302,9.336086273,0.349523425,8.308959007,-0.38153246,7.051148415,-0.689267159,3.594205618,-0.627009451,3.509189129,0.822019994,5.414978504,0.036134273,6.187131405,2011
floor.mp3,0.405474633,2159.298126,2416.551779,4676.215313,0.081342416,[129.19921875],-81.68204498,94.78852844,1.795656919,21.3735218,2.216967821,6.589235783,3.539259195,3.45792532,-0.595954537,7.420632839,-3.426623821,5.539666653,-1.473380446,2.823373318,-0.966795802,4.440050125,-2.109390259,3.133494377,-1.448056936,3.884837627,2011
et.mp3,0.404485732,2689.403151,2533.010523,5628.457619,0.132389067,[151.99908088],-49.28044128,63.78344345,-7.669910431,17.70280838,3.035950422,7.729438782,0.634555578,8.327593803,-2.817293644,6.097164631,-5.056581497,3.617224455,-2.803504944,2.451102734,-1.564427614,2.558003187,-1.494007468,6.454924107,0.084438071,3.582210064,2011
last_friday.mp3,0.427579939,2628.770536,2573.930652,5582.882281,0.117103585,[123.046875],-90.65824127,77.51740265,-7.323861599,18.18880844,3.787493706,8.109116554,2.531975746,7.166683197,1.770453811,11.24852943,-2.63142395,7.530692101,2.164494038,7.403809547,1.42389071,4.511301041,0.111121111,3.35029006,0.126444474,6.822296143,2011
just_cant_get_enough.mp3,0.35141322,2079.529133,2290.051183,4326.513508,0.085546519,[129.19921875],-246.3068848,89.77399445,-2.982907057,20.03936577,3.615082264,4.469095707,-2.165251493,2.406784296,-3.913657665,-0.67812264,-6.435613632,-1.11026144,-3.757966995,0.887512386,-3.593765736,0.67213732,-2.89495635,1.497740149,-2.608229399,1.014407873,2011
grenade.mp3,0.388853699,1764.370317,2156.276624,3847.206239,0.067491544,[112.34714674],-204.3034058,97.02349854,13.33694077,27.80507088,5.609804153,12.66718674,2.542826414,6.414245129,1.747250319,3.968990803,-0.859205127,2.25246501,-1.660382271,0.517894506,-2.727033854,0.645575821,-0.478316098,5.922447205,-3.220015049,7.09443903,2011
tonight.mp3,0.431972682,2584.703789,2772.446639,5932.641225,0.09199386,[123.046875],-46.07373047,73.11405182,11.23178959,26.84930611,7.137797832,14.76926327,2.648726702,9.750995636,-5.61934185,3.808578014,-3.586411476,6.025541782,0.910950243,6.290011883,-0.992125988,3.24181819,-4.057806969,4.570049763,-2.223448992,2.260445118,2011
s&m.mp3,0.386744082,2395.660989,2524.913509,5143.436923,0.092991779,[129.19921875],-62.29201889,76.1251297,-6.256875515,21.58647346,4.499279976,15.49650288,10.18765163,5.461603642,5.588910103,8.312303543,-1.841600418,2.220529318,-4.279841423,4.773912907,-5.694328308,5.319423199,-0.792607129,2.897934675,-1.075471878,5.445534229,2011
rolling_deep.mp3,0.333646536,2169.743882,2440.956805,4752.933695,0.088964932,[103.359375],-150.4881592,93.64864349,-0.553414762,24.01198196,9.213637352,10.64406872,2.81159687,8.452710152,-1.43923974,7.757750988,-8.592686653,9.913819313,-7.69555378,9.773059845,-3.925748587,1.168644667,-1.827726126,-0.128488988,-3.663602829,4.732729912,2011
party_rock.mp3,0.454225868,2815.471212,2829.09807,6258.979942,0.108818989,[129.19921875],-37.5223465,69.9908905,10.01745987,17.11902237,4.185227394,9.08567524,-1.185026646,5.965583801,-0.455510348,8.653589249,2.122147322,6.583300591,-0.968937933,3.856361866,-1.640354991,4.437067509,-1.871732473,5.631563187,0.933821082,7.382906914,2011
super_bass.mp3,0.367746174,2543.598716,2503.427436,5304.427819,0.113415763,[129.19921875],-29.47923279,80.00366211,-9.693735123,19.94412231,-9.144732475,7.620915413,4.607207775,3.910200596,0.625468731,8.528697014,-4.952873707,10.23004246,-1.881599188,9.287044525,-0.696541488,5.693324089,-1.482598305,5.351160049,-3.005644083,9.867196083,2011
fireworks.mp3,0.321696192,2575.872653,2494.421164,5372.789941,0.119536016,[123.046875],-68.59515381,73.30441284,-11.77901649,21.20313454,-0.940983534,5.499683857,-1.245446086,9.072234154,-2.822014809,8.84533596,-4.17429018,-1.690263629,-4.163646221,3.434702158,-3.662420273,-0.159764066,-5.274706364,-1.556161284,-6.877283573,0.151719645,2011
give_me_everything.mp3,0.381504595,2735.990259,2641.951622,5748.717132,0.125526216,[129.19921875],-26.42921066,70.65905762,-6.272462368,22.68111801,4.572245598,5.611189842,-4.603832245,0.825937271,-9.57215786,1.965102196,-7.04229641,-0.681140482,-3.418673515,0.810365021,-6.778944016,2.440334082,-6.849133968,-1.548747063,-4.652053833,-0.974154711,2011
perfect.mp3,0.348153025,3032.197155,2841.677764,6611.273665,0.145901943,[92.28515625],-116.3395615,62.90459442,0.7747069,18.32265282,10.32564354,2.600468874,1.402576804,1.571978092,0.038735356,8.183570862,-5.359931469,2.073794603,-1.907688379,4.164525032,-1.073220372,1.847314358,-0.997068822,4.50476265,-1.625793576,4.348238945,2011
whats_my_name.mp3,0.386809289,2268.745223,2328.614766,4711.562848,0.101459938,[135.99917763],-36.97143173,88.70035553,-8.599119186,24.60576248,-6.715172768,7.514831543,-1.687212467,0.6658023,0.108707853,6.054297924,-6.536248207,8.350157738,-7.090441227,9.347436905,-5.417881966,3.19898653,-5.283266544,3.277714491,-6.00751543,4.727168083,2011
raise_your_fglass.mp3,0.41851449,3029.01377,2710.964324,6320.661006,0.157772151,[123.046875],-56.08861542,57.98364639,-8.984577179,15.65228081,8.85321331,3.774547338,3.760925055,2.881314278,-0.89109838,7.377309322,-4.439592361,2.227530003,-2.758059502,6.147465706,-0.933122814,2.125016212,-2.28969264,4.17932415,-1.463080406,4.296172142,2011
fire_to_rain.mp3,0.306349933,2584.734765,2596.532421,5624.044024,0.110851858,[107.66601562],-56.39405441,72.8480072,-6.844995975,19.13430405,4.971945763,7.526273727,1.532318115,8.673794746,0.215018794,11.65714455,-1.470068097,0.539753318,-5.718695641,-1.082588553,-3.266184568,-1.428316474,-5.116668224,6.52391243,-3.393743277,5.380404472,2012
one_more_night.mp3,0.356224626,2916.722128,2738.270758,6172.004444,0.12827292,[92.28515625],-26.82426453,59.21644211,-5.313865662,15.24763584,-3.338435411,5.85229826,-6.821644783,4.267584801,-2.948553562,4.460591316,-2.556493044,2.635546684,-2.998681068,-0.544325709,-3.243362665,2.751633406,-4.029427528,6.876577854,-0.132480323,5.930691242,2012
call_me_maybe.mp3,0.370251983,2522.701881,2417.183221,5226.643245,0.10965036,[117.45383523],-113.1277313,63.21189499,-0.111548841,23.07891083,4.832444191,5.244812965,1.316116691,4.106722832,1.090559125,2.771542788,-4.620118141,1.477273822,-3.445772409,1.337467909,-1.236425281,6.566582203,0.622245073,5.057723522,0.802928805,5.139425278,2012
starships.mp3,0.391027302,3172.277406,2782.662783,6513.086598,0.171083927,[123.046875],-0.008057097,58.92939758,-11.86870289,10.91252422,-4.415456295,4.983011246,-0.18464981,1.003439665,1.427075863,5.44379425,-4.456486702,5.415445328,-1.179174066,1.777684689,-2.54410243,1.176063657,-2.461781263,3.336061954,-2.218013048,5.758410454,2012
what_makes_you_beautiful.mp3,0.404706925,2897.343272,2640.28151,6098.048779,0.146709337,[123.046875],-21.72770309,67.99827576,-12.76322079,18.83091354,5.055722713,7.073200703,-4.944208145,10.79919243,-2.122249365,11.71089935,-0.905730486,6.749159813,-2.973406792,0.645004809,-3.000216246,1.159927011,-4.10879612,3.404441595,-3.555707693,2.571763992,2012
what_doesnt_kill_you.mp3,0.367120773,2699.323937,2653.168528,5803.011047,0.122314375,[117.45383523],-151.3327942,79.86037445,-6.868820667,12.82408142,3.843418837,6.089251041,3.874286175,5.437673569,-0.811663568,4.905769348,-4.538806438,3.746384621,-1.056276083,3.894814253,-2.332555532,0.596115887,-3.77167511,2.115405798,-2.743566275,3.719559908,2012
somebody_that_i_used_to_know.mp3,0.260446936,1185.399174,1539.06462,2436.789831,0.046644771,[129.19921875],-342.6889648,99.06635284,7.663286686,27.86012077,7.884795189,12.28102398,4.644791126,3.791693211,-1.778410077,2.760673285,-1.320328832,1.908491015,-5.333331585,1.725985646,-1.120213032,1.813446164,-2.533815622,0.205814809,-0.918961942,0.969415605,2012
light.mp3,0.340258837,2425.027766,2572.000368,5226.323793,0.105265827,[117.45383523],-71.18031311,89.54201508,13.68267918,10.43040562,-9.470112801,0.544648826,6.875553131,7.095025539,-0.048537113,-3.835598469,-4.76058054,-0.859399378,-3.355596781,8.727263451,3.015992165,8.299971581,-0.751562536,2.023921967,-6.19605875,3.069303751,2012
drive_by_lyrics.mp3,0.395971894,2627.04686,2604.366017,5665.203078,0.110030973,[123.046875],-39.85307693,67.22988892,-0.672372282,25.67704773,9.567958832,11.79409885,1.910708666,11.36383915,-2.723570347,4.074948788,0.492947459,2.153151512,1.630028129,1.55418849,-1.890383005,-0.850777268,-4.878581524,2.095213175,-3.567070246,0.555811107,2012
wild_ones.mp3,0.39268133,2517.25216,2662.084273,5495.608017,0.103036535,[129.19921875],-15.5341568,85.4151001,-3.000986576,18.00377846,5.600104809,6.538689613,5.276868343,2.576047421,1.312379241,3.740211487,-3.077277899,2.112493753,-3.762434244,0.516495883,-2.009810209,4.009897709,-1.137275457,7.766849995,-1.696839929,4.071407318,2012
payphone.mp3,0.362123638,2458.798269,2457.827133,5284.021328,0.103388598,[112.34714674],-97.89402771,71.42287445,-0.81033802,20.36249733,-0.136679187,12.08397961,-2.666038036,9.656074524,-1.780396104,5.186628342,0.320591927,4.883482933,3.519488811,3.19597578,0.362058252,4.080724239,-6.015879631,1.526370645,-5.057856083,3.599988937,2012
sexy_and_i_know_it.mp3,0.476855814,3616.013314,2977.407221,7147.133187,0.183067058,[129.19921875],-16.59280014,54.00761414,13.54166031,6.121202946,3.352659702,4.066317558,-5.567249775,6.422864914,-4.263260365,9.620311737,-2.049469709,7.759264946,1.474636555,6.881046772,5.280356407,8.408860207,1.105135798,9.631381035,0.049901303,3.302618504,2012
we_found_love.mp3,0.345310867,2767.983649,2603.792591,5776.723085,0.124615902,[129.19921875],-87.00981903,60.75004578,-14.1023674,10.87628269,-0.675000966,7.362075806,0.801329017,1.786622524,0.951815963,2.312445402,-7.459843159,-0.039701726,-8.037517548,1.562458634,-3.387614489,4.114087105,-2.554868937,1.448859334,-2.887150049,7.552044868,2012
good_feeling.mp3,0.418071508,2528.837802,2447.151487,5269.554683,0.11643694,[129.19921875],-62.44266891,73.01872253,-14.59453869,14.9150629,4.043235779,2.78836894,-1.161450148,3.867500782,-8.424819946,1.967547894,-5.215774536,1.0415411,-3.087347984,-0.367924601,-2.069091558,1.96313417,-5.194098473,3.118513823,-2.684920549,0.821691811,2012
motto.mp3,0.515457749,2574.353561,2664.344608,5586.802742,0.086825929,[99.38401442],-122.6177673,66.62519073,9.185074806,24.59443092,20.2042408,17.51800156,0.486034423,13.83470726,2.332501888,9.91106987,1.939228654,10.05742168,1.311907649,7.394399643,1.483952403,6.525562286,0.864885151,6.823049068,-0.9421978,4.350395203,2012
glad_you_came.mp3,0.390634209,2794.125367,2770.524476,6240.910889,0.116310586,[129.19921875],-90.76277161,64.84670258,8.489331245,15.8581953,12.3122654,18.91354942,0.265264183,10.09569263,2.469553709,7.092044353,0.899117589,6.0204072,-3.115125656,6.075701237,-0.490847766,0.989400446,-1.279513717,6.773996353,-3.709598064,2.996865034,2012
wide_awak.mp3,0.344011188,2317.085491,2369.84439,4777.05753,0.109407005,[161.49902344],-58.32120514,87.49645233,-5.256400585,21.21576118,3.203386545,6.293750763,-1.655080557,1.756394506,-6.594447613,7.562876701,-9.231636047,0.794974208,-6.958298683,-0.867592454,-4.730145931,-1.251615047,-3.141874313,2.347979069,-1.094618678,4.426084042,2012
fun.mp3,0.382650107,2036.624571,2291.523352,4261.366699,0.083883498,[92.28515625],-65.71806335,102.0841599,-7.728921413,25.22776604,5.778420448,10.90879059,8.464006424,5.080448151,1.265409827,10.21781254,-1.685738444,4.003918648,-4.971095562,2.732277632,-1.95608139,2.567262888,-5.213385582,2.747792482,-6.493439198,0.063823216,2012
whistle.mp3,0.392714471,2890.496676,2680.626077,6108.064414,0.132210779,[103.359375],-130.1118622,60.52793121,-3.010273695,17.83486366,10.26144314,9.806847572,-2.923067093,8.566894531,-7.507842541,4.099914551,-1.975493312,1.236743569,-1.679057479,1.43729496,-2.323798895,1.269932151,-7.137947083,-0.019092256,-4.766784191,-1.557670236,2012
ho_hey.mp3,0.34768343,1710.342746,2108.133599,3568.420296,0.070218869,[161.49902344],-137.7992401,119.330452,-2.922201633,18.28549385,-1.129137278,2.99634552,1.271010995,1.886985421,-1.990520716,5.155683041,-3.727887154,-1.928287864,-8.048944473,-1.616337657,-5.020642281,-5.229123592,-8.130261421,-0.146295547,-5.126324654,2.122873783,2013
wrecking_ball.mp3,0.29072246,2421.720691,2493.408008,5074.869449,0.105217778,[117.45383523],-85.8470993,81.37012482,-2.736672163,15.83367538,-7.303435326,-3.398646355,-2.428829193,-4.951870441,-3.130935192,-1.624045968,-12.19778919,-0.104909405,-9.78256321,4.974564075,-4.982007027,3.857672453,-0.50575918,-0.372168064,-3.353697538,3.008918047,2013
locked_out_of_heaven.mp3,0.346125096,2106.418808,2336.194532,4549.496735,0.088371443,[143.5546875],-88.92043304,92.98268127,0.026878422,23.42279625,2.560093403,12.49522972,0.194917724,8.74744606,6.879667282,9.883838654,1.746240377,5.582435131,-2.595627546,0.361381561,0.959279001,5.029840946,1.237911344,2.759539843,-4.595061302,2.152712107,2013
wake_me_up.mp3,0.397574753,2594.329204,2575.059619,5606.671729,0.120811493,[123.046875],-44.01773834,76.43019104,-6.761934757,17.85148239,7.271138668,10.34664345,-2.226878881,7.212610245,-7.978006363,4.201247215,-3.652761459,1.185943723,1.384839416,-0.690083623,-6.354325771,7.517652512,-9.013596535,-1.555954099,-7.559989929,-1.690724969,2013
blurred_lines.mp3,0.424162775,2253.424823,2634.34202,5138.863816,0.081029752,[117.45383523],-139.9963531,85.10636902,16.14757538,14.66813278,10.45182514,8.030000687,-5.751679897,7.479622364,1.595891833,2.806209326,-3.296984434,5.702912331,-0.028885944,1.956991911,0.57971698,6.833080292,-7.693927288,2.979725361,-1.11357069,1.45635128,2013
mirros.mp3,0.371919572,2016.93591,2126.721227,4075.431434,0.092592391,[151.99908088],-97.74698639,100.766571,-12.92993069,28.05350304,-3.540075779,4.753945351,-3.3329916,8.428535461,-2.850701094,4.391964436,0.263922274,3.458589554,-4.303758621,-0.873497307,1.689768076,4.194561958,0.099860065,7.309975624,-0.788094461,3.59832859,2013
suit_tie.mp3,0.444592029,1851.37858,2272.192349,3895.136629,0.062337102,[103.359375],-82.11971283,105.1256104,3.422426462,23.15551186,11.09267712,10.25772476,3.388404369,11.49878979,1.121662736,9.475502968,1.091369152,1.094100833,-3.82843852,5.102056026,1.958095908,7.552951813,3.109403133,7.020546436,1.09424293,3.792455435,2013
radioactive.mp3,0.374486655,1916.896279,2071.736005,3966.900172,0.089133049,[135.99917763],-39.52174759,109.3902969,-17.84410667,27.58669853,-3.689370394,8.839110374,-7.026537895,11.34770107,-7.354310036,5.614439487,-4.222375393,5.536441326,-2.545262814,5.158204556,-3.693772316,4.449434757,-7.565176964,1.081644416,-3.452635527,1.825073719,2013
when_your_man.mp3,0.249836624,1559.640801,1862.23313,2905.222419,0.068447778,[143.5546875],-197.3469543,124.8722153,-6.461824417,4.101834297,0.603528142,-7.655826092,-11.21656895,-10.29112053,-13.4194088,-3.531647682,-9.83854866,-10.4719944,-9.856716156,-7.394246101,-7.812945366,-7.965315819,-10.13435078,-7.66307497,-12.74951267,0.851692855,2013
cant_stop.mp3,0.384080827,2904.386032,2760.974184,6260.542443,0.126567896,[161.49902344],-70.44486237,59.7155571,-2.830106497,19.30138397,-0.637783468,6.395994663,2.83498311,5.125965118,3.515012264,8.199311256,-2.129062414,8.466562271,-4.50996542,7.54039669,-3.925099373,2.382140636,-0.859160721,1.533033133,-4.792734623,3.222597361,2013
harlem_shake.mp3,0.499887854,2834.512172,2735.113957,6137.859057,0.091982081,[135.99917763],-45.34481812,58.30783081,-0.726864576,30.85283089,1.85937655,6.943862915,-5.228413105,5.406374931,-6.040447712,5.154144287,-5.000762463,6.344580173,-4.988320827,3.267362356,-5.503032684,0.203386277,-4.115055561,3.799522877,-1.290220976,7.735341549,2013
i_knew_trouble.mp3,0.373153031,2722.554842,2622.947544,5613.993817,0.127449208,[103.359375],-112.0756531,69.11618042,-7.650633812,25.49022865,4.674734116,3.489299297,9.607242584,2.695303202,4.963780403,3.705467224,-9.956476212,7.086079597,-6.358424187,4.204453945,-2.403464079,4.258718967,1.19886446,2.986134052,2.509049654,4.955003262,2013
roar.mp3,0.392442912,2236.592635,2333.606544,4721.094676,0.086669603,[89.10290948],-77.78100586,86.21665192,-11.36326694,29.32767296,1.290908694,8.173754692,5.304032803,12.02226925,3.716876507,9.384889603,-3.843792439,4.973797321,-2.023248911,3.466340542,1.54095006,3.027354479,0.814678848,2.840630531,-2.894411564,3.13332653,2013
give_me_reason.mp3,0.374689341,1772.115808,2094.39171,3659.665843,0.079508657,[95.703125],-131.0789185,114.9182434,-0.134425715,20.20164299,9.704027176,3.938292742,9.694422722,6.189451694,-0.518092573,5.978975296,-7.074855804,4.289860725,-3.25331378,4.513324261,-2.956864119,-0.045191385,-2.544778585,4.243975639,-1.710813403,1.913787246,2013
cant_hold.mp3,0.393700719,2390.490717,2446.222135,4969.742868,0.102708631,[143.5546875],-21.2349205,88.86083984,-14.20483303,18.88246346,2.915537596,4.400974274,-4.465188026,7.176466942,-4.937152386,9.175460815,1.3859483,5.009012222,2.50154233,3.537334681,-0.440572947,4.074225903,-5.802502632,3.761915445,-1.910000205,3.44943428,2013
stay.mp3,0.285427302,1245.778826,1650.449123,2347.171143,0.056360637,[112.34714674],-168.873764,160.4117737,3.451548576,7.15485239,4.817398071,-5.490934849,3.371400595,-6.002274036,-3.139974356,-3.734162569,-10.72857952,-1.785739422,-9.335251808,-0.99173075,-9.869994164,-4.799621105,-9.05964756,-5.907766342,-4.808094978,1.954799294,2013
line_cruise.mp3,0.38455531,2727.721729,2534.413642,5585.339671,0.144781693,[143.5546875],9.431555748,74.91843414,-14.56714058,19.55393982,-2.198185682,9.438642502,-3.557243109,5.736027718,-1.881429553,2.718526602,-3.494167805,4.333263397,-6.481604099,1.002100945,-4.361616611,2.170770168,-5.19492054,-0.467166871,-6.469513893,-1.384795308,2013
thrift_shop.mp3,0.419188142,2720.574648,2524.224181,5530.65852,0.113595763,[95.703125],-86.67193604,66.00694275,-7.408448696,12.67386436,0.084697574,8.086377144,-4.29709053,4.61208725,-2.215501308,4.837651253,0.662540376,8.235812187,0.594025791,4.636891365,2.307611942,7.768675327,0.103859872,5.608946323,-0.391912699,2.199016333,2013
get_lucky.mp3,0.428858012,2154.215644,2621.110943,5055.576861,0.075036235,[117.45383523],-131.1624298,92.16053009,15.99874973,32.03016663,16.98373413,11.60806179,1.40338552,6.444344997,0.542102873,5.701191902,-1.963258743,3.468863487,-4.303571701,3.393420219,-1.330018163,3.59012866,-2.272607565,5.129025459,-1.283340693,3.866886854,2013
talk_dirty.mp3,0.467989802,2708.532401,2566.93438,5565.623378,0.122081393,[99.38401442],-71.37955475,64.71417999,-14.04574776,16.52636719,0.212357938,1.844923496,-6.171597958,4.951090336,-3.902079821,7.740305424,-4.442751408,2.385056973,-3.22530365,5.909083843,-1.883190155,5.544444561,-1.176687002,3.459032297,-2.587786436,1.896809578,2014
timber.mp3,0.399781644,2746.253248,2592.614284,5738.346455,0.129379441,[129.19921875],-28.54057503,65.24177551,-8.300895691,16.88443756,0.217108548,6.261910439,3.03869319,3.483632088,-1.463944197,5.51050806,-5.627911568,4.411659718,-2.414610624,0.419403821,-1.121737838,4.088562489,-2.43540287,1.258596063,-3.667043209,3.298537016,2014
