,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,year
0,0.453240305,2272.819464,2099.420232,4402.017405,0.126537294,135.99917763,-143.0459137,103.6457062,-33.58182144,21.85328674,-16.52520561,2.6541390419999997,2.675052166,8.479541779,-13.43867683,10.80850124,1.775986075,-0.286761761,-6.666934967,3.8993628030000003,-7.8423061370000005,4.489459515,-4.415929794,1.272770524,-0.118662529,-4.020141125,1970
1,0.33278456300000003,1890.064072,1993.267119,3611.3413229999996,0.09395467800000001,143.5546875,-214.1454926,110.43408970000002,-22.04071236,24.28956413,-2.525835752,-12.80048847,-4.254884243,-3.585532665,-14.48978615,1.94223249,-11.38139439,4.404116154,-10.57107067,-8.54289341,-5.284759521000001,-2.2229928969999997,-5.912376881,6.55272913,-4.093625069,-0.463952154,1970
2,0.371154249,2349.6459019999998,2202.792704,4525.999731,0.13259100000000001,123.046875,-166.69433590000003,98.50866699,-32.31549454,27.15735435,-4.826087952,-9.383935928,-1.020525932,3.527157307,1.0360978840000001,4.522479057,-6.679097176,4.247565746,-11.10741138,-0.333427787,-5.353000641,-0.949947953,-4.742493629,-0.567196667,-7.212337494,2.681797504,1970
3,0.36311087,2320.2540289999997,2630.0640710000002,5339.136082,0.08624163800000001,103.359375,-126.27352140000002,95.56279755,12.01989174,28.52989388,14.34449291,-5.45070219,-1.003263831,5.605303287999999,-9.194848061,12.87653542,-8.940340996,2.617565393,-3.462881565,0.565894365,-3.785197735,0.421747565,-8.332116127,-1.129243135,-7.349440098,-4.197300434,1970
4,0.448550612,2266.198574,2439.621077,4943.509236999999,0.101974935,143.5546875,-27.69556618,97.21591949,-0.57397157,31.21800804,4.119493008,16.1206646,-5.285995483,9.112657547000001,-4.87037468,2.990806103,-0.746508718,3.9899067880000003,-1.5382674930000002,2.218062401,-4.192833424,0.440365314,-5.599998951,1.6712691780000002,-4.708764553,0.559169233,1970
5,0.34349322299999996,2246.4909190000003,2432.429763,4680.933957,0.097777377,135.99917763,-86.39244079999999,96.81572723,-3.128201246,20.91356659,-1.060625911,3.538767338,5.0089845660000005,4.002863884,-6.082973957,10.79104042,-9.914722442999999,2.296598434,-5.33312273,2.952234507,-10.18034649,3.1553471089999996,-6.329862117999999,-0.162382483,-5.249349594,0.35875970100000004,1970
6,0.409220576,2921.454213,2677.037579,6075.741365,0.148555986,117.45383523,-65.77264404,72.95320892,-7.643437862000001,14.28460979,3.2580807210000002,9.06694603,-9.808376312,7.260133743,-2.521872759,4.1070384980000005,-9.946784973,4.262689114,-3.045234203,0.033119306,-4.82211256,-2.248874426,-4.709984303,1.83585465,-4.131743908,1.064940333,1970
7,0.236555591,1644.170666,2064.854467,3384.124256,0.062610561,143.5546875,-123.4613342,119.546608,-7.756661415,28.14682579,-2.049241304,-2.365617275,-8.561964989,1.675306201,-14.30144119,-1.6708127259999999,-4.287666798,-5.159209728,-5.702491283,-0.35177654,-8.655759811,1.759461164,-12.41249084,0.575530708,-6.773709773999999,-4.841416359,1970
8,0.38088321700000005,1649.3826080000001,1976.4718710000002,3280.452034,0.07415535599999999,172.265625,-204.2241821,124.54228970000001,-10.95427704,29.71781731,10.7201376,11.26760864,-0.393719196,1.2979332209999999,-6.145255089,5.992625237,-0.16833566100000003,4.846984386,-2.7648556230000003,-0.022414452999999997,-0.653306425,-3.108198404,-6.08995533,-0.95043844,-4.018101692,1.327939153,1970
9,0.373283982,2066.601511,2161.15528,4175.3779460000005,0.10384881800000001,151.99908088,-89.7576828,105.98178100000001,-11.54529285,35.76236725,4.243323803,9.282554626,-5.96182394,5.882393837,-6.984797478,5.5970077510000005,-3.189666033,6.283428192000001,-5.078412533,2.115885973,-3.6485688689999995,-0.600255191,-5.964031219,1.3607031109999999,-3.308744192,0.5464032289999999,1970
10,0.312125266,1995.7616879999998,2199.946507,4253.631974,0.09024291,135.99917763,-129.56163020000002,111.0009689,9.00961113,24.72456169,-5.129192352,15.8106842,-12.56876278,-0.617845058,-8.35160923,0.493690759,-4.837282658,3.76269412,-3.7764098639999997,-6.967336177999999,-5.9178514479999995,-0.21217878199999998,-10.17493725,-1.351729393,-2.2896304130000003,-6.4167504310000005,1970
