,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,year
0,0.326791286,2478.621671,2364.097656,5065.278335,0.11772106199999999,103.359375,-111.74572749999999,85.52903748,-21.44585228,15.56019974,-16.20531273,8.79450798,-2.10051012,-0.786800802,0.039849635,8.853455544,-4.037801266000001,1.028731346,-3.811441183,-4.62321043,-9.256930351,-4.823070526,-13.88453007,-0.289029002,-4.337343693,-0.9791225790000001,bollywood
1,0.46146273600000004,2473.943158,2605.492516,5370.978264,0.107431309,95.703125,-36.78715897,88.78503418,-11.54301739,6.377905369,0.299821913,7.556232929,-1.722801566,-3.532524347,-2.5944921969999997,-0.47453635899999996,-7.41147995,2.9730780119999998,-5.714676857000001,1.8116705419999999,-5.824473381000001,1.9846949580000002,-2.88457799,0.23830427199999998,-4.789043427,1.832181215,bollywood
2,0.292877525,2429.8428489999997,2628.967695,5313.667328,0.09092710000000001,135.99917763,-104.1084671,85.65466309,7.166602135,10.62836552,-2.554691076,4.9485497469999995,-7.346836567,-6.132784367,-9.370875359,-1.0004961490000002,-7.568284035,-0.59302175,-7.24088335,2.540907621,-4.931540489,0.23585465600000002,-7.031182289,1.949950457,-4.902404308,-4.083310603999999,bollywood
3,0.277249604,1821.1623969999998,2163.1010890000002,3825.8794159999998,0.076231495,123.046875,-215.0859528,97.07038879,9.879652023,7.051827908,-1.824177027,20.37373161,11.82376575,12.66809368,-8.730405807,-5.765641689,-4.022546291,7.8751749989999995,1.914174557,0.569250405,-4.1235857010000005,1.00632143,-3.1968843939999996,0.35355296700000005,-6.411836147000001,-0.359318882,bollywood
4,0.36354991799999997,1874.582603,2260.70206,4131.537743,0.081784468,117.45383523,-75.17304993,106.809845,3.4749770160000004,30.12663078,-0.847933233,7.883191586000001,-5.362926483,0.114537045,-4.825738907,4.654015541000001,-0.014320456,8.883649826000001,-7.769085884,5.9448146820000005,-4.406866074,0.997933507,-2.4956862930000003,-7.681987762,-6.786034583999999,1.8638575080000002,bollywood
5,0.26998400699999997,2444.208102,2418.314958,5156.2619429999995,0.11221299300000001,112.34714674,-84.80113983,79.90680695,-25.92557526,1.190903306,-9.661902428,11.15748119,-7.646038532,9.327417374,-1.4652038809999999,10.94499016,4.522712708,5.740134239,-4.336895943,3.8243410589999995,-9.943358421000001,6.987870693,0.954414546,8.817157745,-3.593768835,2.9618892669999997,bollywood
6,0.36857494700000004,1866.278103,2434.0539129999997,4208.343382999999,0.068429561,161.49902344,-125.74507140000001,112.6281357,7.119763851,18.26796722,13.88162136,12.06896782,-0.91662389,5.710962772,-3.382598877,7.406291485,-6.318799019,0.726546943,-0.516485393,7.199003696,-1.284672856,5.305940151000001,0.7352740170000001,2.2123498919999998,-2.141099691,-0.851340055,bollywood
7,0.23286375399999998,1365.9711439999999,1903.637305,2695.128319,0.051530275,117.45383523,-200.66233830000002,134.29345700000002,-0.307925522,29.03135872,10.00198555,2.02243185,8.562880516,-1.6562714580000002,-2.562647343,-3.6115131380000003,-13.87018776,-4.352485657,-11.43746567,-6.2785182,-9.188977242,0.25985053199999997,-6.072814465,-2.140058994,-9.999238014,-3.31653595,bollywood
8,0.32946011399999997,3187.611369,2856.9621399999996,6705.163216,0.159738532,123.046875,-62.49134064,51.59785461,2.7996912,13.34273529,-3.017234087,8.418618202000001,-11.70150375,-5.608648777000001,-2.910080433,0.546095312,-7.836379527999999,1.9053392409999999,-6.767283916,-1.035208464,-5.00249052,1.240571499,-10.796745300000001,2.34011054,-9.192996025,-2.370992661,bollywood
9,0.28645032600000003,1871.9668179999999,2342.02838,3967.525957,0.065612321,117.45383523,-92.44901276,102.4105225,11.28880119,28.91200447,8.965017319,2.584280491,3.3739986419999997,4.559035778,-2.961755037,0.7646192909999999,-8.09558773,0.7424801590000001,-2.89316988,2.679062605,0.178708106,3.5323300360000003,2.506279469,4.3943176269999995,-2.6485311990000002,-2.6208152769999997,bollywood
10,0.382632077,2633.7029629999997,2716.475125,5897.659778,0.107843744,123.046875,-19.29732895,77.10565948,5.7744827270000005,26.14237595,3.9792177680000003,12.19505596,-1.28239572,7.359463215,-5.065682411,2.864022017,-6.797101498,2.030544281,-1.748005509,3.713662386,-0.672522664,5.809494972,-2.080951214,2.91800952,-5.682777882000001,-0.260071844,bollywood
11,0.333009601,2217.368707,2707.2484440000003,5244.842119,0.07282376900000001,129.19921875,-205.0457764,93.73067474,11.52795982,17.79341316,12.19760609,1.090849996,-2.618304968,3.7024271489999996,-6.169909,4.322198391000001,-1.974402428,4.521239758,-1.167693615,1.4948979619999998,-3.1419100760000003,4.819509029,-5.07780695,0.44752770700000005,-6.603736401,-1.487958312,bollywood
12,0.32919281699999997,1969.3773429999999,2193.43418,4020.318915,0.08749894300000001,143.5546875,-197.7361145,108.96802520000001,-13.29393196,14.70140171,-8.837158203,-2.243237734,-1.275975466,0.44184643,-11.56369114,1.5404573680000002,-3.946666718,0.542343318,-2.024372578,-1.2725384240000002,-6.24221468,1.590619802,-8.120557785,-0.135114387,-2.6975164410000003,-0.711137235,bollywood
13,0.379035175,2471.632862,2635.6164559999997,5524.448099,0.101982482,129.19921875,-98.42467499,83.37989044,6.20112896,26.31612587,-2.047471285,7.818518639,1.9346157309999998,6.440375327999999,0.042437993,8.080920219,-8.204974174,3.0623219010000002,-4.199630737,4.624101639,0.8312295679999999,4.488021374,0.855939865,2.324597597,-3.550049305,3.427443743,bollywood
14,0.397767276,2388.419891,2582.491309,5180.97354,0.10750074,172.265625,-90.18128204,87.97802734,-0.9815841909999999,13.678557399999999,-1.3822376730000001,1.39557147,0.636947036,-0.180659205,-7.846054077000001,3.939857721,-3.1491670610000004,3.371519089,-0.82125324,1.448824406,-4.186223984,4.653610706,-4.526278496000001,2.983592272,-2.551500797,-2.2366817,bollywood
