chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,year
0.36398616433143616,2401.059416695444,2076.54630871305,4578.518963115785,0.14293865340528272,[143.5546875],-101.29305267333984,80.91179656982422,-31.46883773803711,48.15254592895508,-10.40962028503418,11.270857810974121,-7.086005687713623,7.96873664855957,-5.742979049682617,3.3203487396240234,-11.954989433288574,-4.739383220672607,-5.219498157501221,1.2115648984909058,-6.38728666305542,-4.38820219039917,-8.856027603149414,-1.2550922632217407,-7.835244655609131,3.3243234157562256,70
0.3711342513561249,2182.117885223258,2181.4111303955087,4396.678014467036,0.11567364014376805,[129.19921875],-137.05958557128906,96.6497802734375,-21.991994857788086,31.882354736328125,-2.776123523712158,10.002647399902344,-0.4644239842891693,4.629775047302246,-4.6068572998046875,8.665799140930176,-5.848966121673584,5.2721476554870605,-0.41919806599617004,0.7546674609184265,-4.850884914398193,1.831459403038025,-2.950526714324951,2.59405255317688,-3.8991763591766357,1.2088944911956787,70
0.3720603585243225,2083.4802223831475,2226.868049627057,4253.268071731935,0.09319809082591848,[151.99908088],-61.852386474609375,107.60374450683594,-15.489426612854004,16.054229736328125,8.170380592346191,-0.0591106116771698,-4.0019917488098145,5.070928573608398,-3.9722559452056885,4.332179546356201,-3.71547532081604,1.476216197013855,-3.6959123611450195,1.9452229738235474,-1.4293562173843384,2.690380811691284,-1.8868982791900635,4.012383460998535,-1.1083838939666748,2.612668037414551,70
0.49638831615448,3127.326896230493,2534.744190207849,5930.771649998037,0.16529859993326004,[129.19921875],-222.08541870117188,39.06789779663086,-1.2777557373046875,47.82876968383789,3.347118616104126,16.75701141357422,4.27918004989624,16.662017822265625,-5.486498832702637,12.270363807678223,3.9453814029693604,6.969471454620361,4.0719685554504395,4.292566299438477,-2.8269472122192383,1.4299404621124268,-3.145913600921631,-1.143358826637268,-4.597478866577148,-0.07477306574583054,70
0.3804236054420471,2154.8532513652317,2019.3185912786896,4333.82883852748,0.1203662179788896,[129.19921875],-19.48927879333496,102.1664810180664,-37.214839935302734,37.3343391418457,-12.016343116760254,24.809085845947266,-4.244689464569092,13.350232124328613,0.7892146110534668,6.0457658767700195,-2.544950246810913,1.7025612592697144,-0.04912754148244858,-0.17496706545352936,-5.983572483062744,-0.4072326719760895,-9.131218910217285,3.295349359512329,-4.523102760314941,2.179558515548706,70
0.37434622645378113,1731.4107710803407,1998.767213253107,3571.2783911512306,0.08271934706930052,[95.703125],-193.36172485351562,121.89889526367188,-12.875,26.614910125732422,1.6730877161026,8.179610252380371,-2.127812385559082,7.329407215118408,-7.636565685272217,6.9377970695495605,-8.439544677734375,2.9632232189178467,-7.035890579223633,2.921821355819702,-5.255587577819824,0.9684386253356934,-5.317342281341553,1.4574934244155884,-5.467257499694824,3.7836856842041016,70
0.3543111979961395,2817.764538904418,2769.4667049774393,6249.518041828445,0.1355785118936725,[103.359375],-176.56597900390625,75.71843719482422,11.307719230651855,19.735393524169922,-9.347677230834961,6.340159893035889,-10.641849517822266,5.1582136154174805,-8.55016040802002,3.7755000591278076,-5.058347702026367,1.113190770149231,-6.401453971862793,1.327486515045166,-5.893655776977539,1.4297752380371094,-5.137228488922119,3.253722906112671,-5.1672682762146,-0.6813650131225586,70
0.37926948070526123,1989.4399469001662,1900.1099978792956,3838.230505834652,0.10948913831751055,[143.5546875],-103.17195892333984,107.15509033203125,-41.035789489746094,43.21307373046875,-2.6798458099365234,18.889856338500977,-8.569849967956543,12.565007209777832,-13.290314674377441,15.654458999633789,-13.120355606079102,8.381467819213867,-7.971408843994141,5.824273109436035,-7.7001237869262695,4.468958377838135,-6.19610595703125,8.438508987426758,-2.524982213973999,6.220032215118408,70
0.34401553869247437,1791.4049939252545,2087.2695493548795,3863.7405736274814,0.07331410047347102,[135.99917763],-218.57261657714844,115.53411102294922,-4.372086048126221,36.25883865356445,1.1179839372634888,9.155966758728027,2.154601812362671,4.279835224151611,-8.932778358459473,3.776592493057251,-7.164456367492676,3.0067191123962402,-9.792173385620117,-0.14669711887836456,-6.153489112854004,-3.7413880825042725,-4.882483959197998,-1.2495602369308472,-3.674617052078247,2.1020944118499756,70
0.37861430644989014,1924.365504362044,2371.774686647521,4369.6211965460525,0.07111239297748946,[123.046875],-106.40087890625,104.55058288574219,11.100184440612793,25.077674865722656,2.4168519973754883,11.615886688232422,2.192051887512207,7.530971527099609,-6.782783031463623,3.9956493377685547,-4.965468883514404,0.7098090052604675,-10.859389305114746,-6.284581184387207,-4.57494592666626,0.12154657393693924,-9.554856300354004,2.2213754653930664,-6.982462406158447,0.9741775989532471,70
