filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,tempo,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
cooler_than_me.mp3,0.4275026321411133,2869.8286202773706,2677.1804910680007,6014.937117543964,0.13302377911121674,[129.19921875],-12.486106872558594,66.9461669921875,0.30248263478279114,25.93309783935547,3.7324440479278564,6.7518229484558105,-3.3388590812683105,5.981509208679199,-4.871982574462891,5.68890380859375,-2.2499632835388184,2.9568049907684326,-4.2951579093933105,0.6564074158668518,-4.171000003814697,0.7711769342422485,-1.4403467178344727,1.5461164712905884,-3.9903712272644043,2.7718911170959473,2010
airplanes.mp3,0.423003226518631,2371.365986748766,2335.9753867047193,4883.348314326498,0.11117150407252784,[92.28515625],-19.895673751831055,88.95568084716797,-16.760705947875977,27.27427101135254,4.699789524078369,10.982787132263184,-3.973381280899048,5.238448619842529,0.7349050045013428,2.3330984115600586,-6.020254611968994,2.093508243560791,-5.614815711975098,2.6152970790863037,-4.192569255828857,2.2589080333709717,-5.238406181335449,2.3199682235717773,-3.5143635272979736,2.4304661750793457,2010
in_my_head.mp3,0.3562091886997223,3011.4184857111563,2711.7902526335083,6264.323144224048,0.14570584431070138,[112.34714674],-22.31182289123535,56.398441314697266,-11.291659355163574,24.008691787719727,3.027650833129883,1.601851463317871,-1.910718321800232,4.024603366851807,-2.9686925411224365,7.414852619171143,-1.4146947860717773,0.38518017530441284,-5.598175048828125,3.44018816947937,-7.220666885375977,-0.5221579670906067,-4.795783996582031,2.3794307708740234,-3.5093026161193848,1.032190203666687,2010
tik_tok.mp3,0.38904109597206116,2566.800493546533,2495.9219447319238,5313.328220083152,0.12045312588346715,[117.45383523],-32.0246696472168,74.23845672607422,-4.407170295715332,23.32176971435547,1.4482208490371704,5.175142765045166,5.466407299041748,1.7961944341659546,-1.0876768827438354,5.572907447814941,-7.605685710906982,2.1255359649658203,-6.48316764831543,2.310317039489746,-2.3115899562835693,-0.33603158593177795,-2.3079495429992676,0.7113384008407593,-3.418213367462158,4.908050537109375,2010
love_the_the_way_you_lie.mp3,0.40936875343322754,2796.5535699033944,2507.5763503551407,5479.50508168561,0.15896700616940862,[117.45383523],-39.7911491394043,74.7257080078125,-19.090473175048828,18.229612350463867,7.330379962921143,5.018394947052002,-0.30195921659469604,6.24232292175293,-1.519176721572876,2.741717576980591,-4.736490249633789,0.675784707069397,-6.952001094818115,2.451728105545044,-6.09827995300293,0.6641104817390442,-6.628309726715088,0.22330623865127563,-3.69010591506958,-0.4269278645515442,2010
rude_boy.mp3,0.3553943336009979,2888.4343534069826,2605.939202892607,5932.585171240382,0.136421795862959,[172.265625],-59.330238342285156,51.243831634521484,5.148359298706055,23.1635684967041,-8.168813705444336,3.8204023838043213,1.5390315055847168,2.1106255054473877,5.116493225097656,4.031439781188965,-3.3902623653411865,8.840018272399902,-3.152981996536255,7.35106086730957,-1.4547144174575806,4.747898101806641,0.4027062952518463,6.229630470275879,-0.6772769689559937,4.322305202484131,2010
dynamite.mp3,0.38933679461479187,2518.0081423951674,2682.18356131751,5769.865612364055,0.09200683866076408,[117.45383523],-43.246952056884766,72.9853744506836,1.670782208442688,15.443272590637207,10.530885696411133,15.1671724319458,1.5337647199630737,9.157501220703125,1.720402479171753,8.76453685760498,2.202568769454956,8.923724174499512,-0.8327203392982483,5.713282585144043,-0.5823267698287964,4.839280605316162,-2.0681211948394775,4.40098237991333,-2.955765962600708,4.8952226638793945,2010
hey_soul_sister.mp3,0.322014719247818,2090.3682752474997,2176.327635144594,4494.289083811377,0.10634998587598951,[95.703125],-76.1376953125,100.98014068603516,-13.471982955932617,37.57539749145508,-7.38535737991333,22.948333740234375,-18.41448402404785,16.759693145751953,-21.5699405670166,9.113716125488281,-11.86023998260498,2.6071829795837402,-6.968085289001465,5.045572757720947,-5.125730514526367,5.017824649810791,-3.3220722675323486,7.669510841369629,-3.358668804168701,4.708195209503174,2010
nothin_on_you.mp3,0.3413001000881195,2207.090920669063,2425.1298703678995,4674.530215556922,0.09463681315046746,[103.359375],-31.774690628051758,94.47319030761719,-1.1363587379455566,23.333816528320312,1.2017996311187744,1.8616560697555542,-8.030112266540527,-2.9981606006622314,-6.525865077972412,-1.8775495290756226,-0.3256897032260895,2.5961577892303467,-1.9795591831207275,2.205345869064331,-2.408421516418457,3.730111837387085,-2.828749895095825,4.5698018074035645,-5.502481460571289,3.7968666553497314,2010
omg.mp3,0.3763803243637085,2214.6632497531027,2396.5984049751687,4723.631747579527,0.08941948568357427,[129.19921875],-80.62104034423828,88.73793029785156,-10.910861015319824,4.0836710929870605,-3.0724833011627197,2.998161792755127,-3.8574256896972656,7.3313093185424805,-3.4957973957061768,6.329643249511719,1.3533976078033447,1.7481321096420288,-4.381651401519775,3.286229133605957,-3.0088133811950684,3.1011853218078613,-2.521853446960449,2.8982479572296143,-2.773996591567993,2.5319035053253174,2010
